"Property Name",,"pt-BR","Node Path","Description"
"Value","Column '{0}' does not exist in grid","Coluna '{0}' não existe na grid","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","Coluna '{0}' já existe na grid","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","Não é possível definir a propriedade EditMode. GridControl já foi criada","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Combinação parâmetros incompatíveis. O ""PopupWindow"" tem o mesmo ""ObjectSpace"" do que a visão principal. No entanto, a propriedade  ""SaveOnAccept"" da janela popup ""DialogController"" está definido como verdadeiro. Use um novo ""ObjectSpace"" para a janela popup invocada ou defina a propriedade ""SaveOnAccept"" do ""DialogController"" para false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","O arquivo de configuração '{0}' não contém o nó '<add key=""Modules""'","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Recursão infinita detectada: a visão detalhe '{0}' foi criada {1} vezes","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Versão do sistema inválido em '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Tipo de valor inválido foi atribuído a ação parametrizada '{0}'. Defina o tipo Int, String ou DateTime.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","A propriedade {1} do objeto {0} tem um valor incorreto de {2}. Inicialize a propriedade com um valor correto da enumeração {3} no método AfterConstruction da classe {4}.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","'{0}' não é um ""namespace"" valido","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Não é possível encontrar o caminho='{0}' para o nó '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Nõa é possível encontrar o ""SourceNode""='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Contagem incorreta: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","""ListEditor"" deve implementar a interface ""IDXPopupMenuHolder""","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","O método '{0}' deve ser usado","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Módulos já foram carregados","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Nomes e valores das coleções devem ter o mesmo tamanho","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","O nó '{0}' contém dois nós filhos com o valor '{1}' no atributo chave. \ r\ n Node1: '{2}' \ r \ n Node2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","O nó '{0}' não foi encontrado","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","O parâmetro somente leitura '{0} não está registrado no ""ParametersFactory"".","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Objeto não pode ser formatado porque a string de formato especificada é inválida: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Página pode conter apenas uma instância do controle '{0}'","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","O critério contém o parâmetro somente leitura '{0}' que conflita com a propriedade {0} da classe {1}. Para se referir ao parâmetro somente leitura, use a sintaxe '@@{0}'. Para se referir à propriedade, use a sintaxe '@this.{0}'.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","O objeto que foi passado pertence a outro ""ObjectSpace"". Este erro pode ocorrer quando você manipula seus objetos através de um ""ObjectSpace"" ao qual esses objetos não pertencem. Por exemplo, você pode receber esse erro ao usar o método ""XafApplication.CreateDetailView"" no caso de você passar um objeto que foi obtido de um ""ObjectSpace"" diferente do ""ObjectSpace"" usado como parâmetro para este método. Para corrigir este erro, você deve garantir que todos os objetos que você manipula pertencem a um mesmo ""ObjectSpace"". \ r\n Na maioria dos casos, para evitar este erro é suficiente para chamar os métodos ""ObjectSpace.GetObject / GetObjectByKey"" para obter um objeto passado no ""ObjectSpace"" alvo.\r \nSe isso não ajudar, entre em contato com nossa Equipe de Suporte","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Permissão negada","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","O processo foi abortado","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Não é possível atualizar o CriteriaWrapper porque o critério usa parâmetros dinâmicos, mas o objeto atual não está especificado. Para atualizar o CriteriaWrapper, chame o método ""UpdateParametersValues ​​(Object currentObject)""  e passe o objeto atual como o parâmetro.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Item de recurso com o nome '{0}' não foi encontrado.","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","Não é permitido limpar o ""RuleSet""","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Expressão do atributo ""Source"" deve começar com '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Caminho do atributo ""Source"" deve consistir de um ou mais nome de nó e o nome do último atributo, que são delimitados por '\\': '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","A expressão ""SourceNode"" deve começar com '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Não é possível encontrar a propriedade ""TypeInfo"" para o tipo '{0}'. Você deve colocar seu modelo em um módulo XAF, ou registrá-lo manualmente usando o método ""XafTypesInfo.Instance.FindTypeInfo (typeof ({0}))"".","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","O aspecto '{0}' não está presente na coleção de aspectos","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","O assembly '{0}' não possui referência ao assembly {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","A classe '{0}' não foi encontrada no ""BOModel""","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","O atributo ""ClassName"" do nó da visão referenciada está vazio:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","O atributo ""ClassName"" do nó da visão referenciada refere-se a um tipo diferente. \ r\n Atalho para o tipo de objeto: {0} \ r\ n Tipo de objeto do nó da visão: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","O método ""CreateApplicationModulesManager"" retorna null","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","A expressão deve consistir da expressão de pesquisa e o nome do atributo de origem delimitados por ';' : '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","A string 'expressionString' contém {0} expressões","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","O arquivo '{0}'  não é uma *.dll ou um arquivo *.config","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Já existe um criador registrado para o formato '{0}'","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,,"Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
"Value","The 'Type' attribute cannot be empty","O atributo 'Type' não pode ser vazio","Localization\Exceptions\SystemExceptions\TheTypeAttributeCannotBeEmpty",
"Value","the '{0}' type is not descendant of '{1}'","o tipo '{0}' não é descendente de '{1}'","Localization\Exceptions\SystemExceptions\TheTypeIsNotDescendantOf",
