"Property Name",,"pl-PL","Node Path","Description"
"Value","Cannot set EditMode property. GridControl has been created already","Cannot set EditMode property. GridControl has been created already","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Infinite recursion detected: the '{0}' detail view was created {1} times","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Nieprawidłowa wersja aplikacji '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' nie jest poprawnym prefiksem przestrzeni nazw","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","It's imposible to find path='{0}' for node '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","It's imposible to find SourceNode='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Nieprawidłowa Ilość: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor should implement IDXPopupMenuHolder interface","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","The '{0}' method should be used","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Moduły zostały już załadowane","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Names and values collections should have equal lengths","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Węzeł '{0}' nie został znaleziony","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","The '{0}' read-only parameter is not registered in the ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Object cannot be formatted because the specified format string is invalid: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Page can only contain one instance of '{0}' control","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Permission is denied","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Proces został przerwany","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Podany zasób o nazwie '{0}' nie został znaleziony","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","RuleSet clearing is denied","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Source attribute expression should start with '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","SourceNode expression should start with '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","The aspect '{0}' is not present in the aspects collection","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","The '{0}' assembly doesn't refer assembly {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","The '{0}' class is not found in the BOModel","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","The ClassName attribute of the referenced view node is empty:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","The CreateApplicationModulesManager method returns null","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","The 'expressionString' string contains {0} expressions","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","The passed '{0}' file is not a *.dll or *.config file","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","There is already a creator registered for the format '{0}'","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,,"Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
"Value","The 'Type' attribute cannot be empty","The 'Type' attribute cannot be empty","Localization\Exceptions\SystemExceptions\TheTypeAttributeCannotBeEmpty",
"Value","the '{0}' type is not descendant of '{1}'","the '{0}' type is not descendant of '{1}'","Localization\Exceptions\SystemExceptions\TheTypeIsNotDescendantOf",
"Value","The value was locked","Wartość została zablokowana","Localization\Exceptions\SystemExceptions\TheValueWasLocked",
"Value","The '{0}' type doesn't contain the '{1}' member","The '{0}' type doesn't contain the '{1}' member","Localization\Exceptions\SystemExceptions\TypeDoesNotContainTheMember",
"Value","The '{0}' type isn't a enum type","The '{0}' type isn't a enum type","Localization\Exceptions\SystemExceptions\TypeIsNotAEnum",
"Value","Unable to assign a disabled item. Action: {0}. Item: {1}. Disable reasons: {2}","Unable to assign a disabled item. Action: {0}. Item: {1}. Disable reasons: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignDisabledActionItem",
"Value","Unable to assign an invisible item. Action: {0}. Item: {1}. Invisible reasons: {2}","Unable to assign an invisible item. Action: {0}. Item: {1}. Invisible reasons: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignInvisibleActionItem",
